timestamp,motor_id,target_pos,actual_pos,actual_vel,actual_current,command_time_ms
7.487999937438872e-06,2,19.170117697521913,19.0,0.0,-1.6799999475479126,2.1359390002544387
7.487999937438872e-06,4,120.06011517982172,120.0,0.0,0.0,1.949411000168766
7.487999937438872e-06,6,1013.1301225040405,1013.0,0.0,1.5199999809265137,1.8789149999065557
0.10028783800044039,2,20.745057141498396,19.0,4.0,-2.5899999141693115,1.9284509999124566
0.10028783800044039,4,121.6350546237982,120.0,0.0,-0.10999999940395355,1.8042589999822667
0.10028783800044039,6,1014.7050619480169,1011.0,-15.0,1.2799999713897705,2.098083999953815
0.2003151960007017,2,22.314467354721135,19.0,-11.0,-1.5399999618530273,1.8983070003741886
0.2003151960007017,4,123.20446483702094,120.0,0.0,-0.14999999105930328,1.861667000412126
0.2003151960007017,6,1016.2744721612397,1010.0,-13.0,1.6100000143051147,1.7494419998911326
0.3002565370006778,2,23.87942751688238,19.0,4.0,-1.8399999141693115,1.787842999874556
0.3002565370006778,4,124.76942499918219,120.0,-1.0,0.0,1.8904029993791482
0.3002565370006778,6,1017.839432323401,1010.0,0.0,1.2999999523162842,1.924003000567609
0.4002010459998928,2,25.439794863232894,19.0,-2.0,-1.6999999284744263,1.8322270007047337
0.4002010459998928,4,126.3297923455327,119.0,0.0,0.029999999329447746,1.9430749998718966
0.4002010459998928,6,1019.3997996697515,1010.0,0.0,1.5799999237060547,1.7994589998124866
0.5001614920001884,2,26.9942287975305,19.0,0.0,-1.8399999141693115,1.8831390007107984
0.5001614920001884,4,127.8842262798303,120.0,0.0,-0.11999999731779099,1.8533470001784735
0.5001614920001884,6,1020.954233604049,1010.0,1.0,1.5799999237060547,1.7609629994694842
0.6001626410006793,2,28.54157530041041,20.0,14.0,-1.559999942779541,1.943747000041185
0.6001626410006793,4,129.43157278271022,120.0,10.0,0.9300000071525574,1.881922999928065
0.6001626410006793,6,1022.5015801069289,1009.0,2.0,1.3600000143051147,1.9004510004378972
0.7002512150002076,2,30.081013153856873,22.0,22.0,-0.7899999618530273,2.4225639999713167
0.7002512150002076,4,130.97101063615668,122.0,30.0,2.0299999713897705,1.9383070002731984
0.7002512150002076,6,1024.0410179603755,1010.0,7.0,2.6399998664855957,1.9168029994034441
0.800231724000696,2,31.608019959144304,25.0,32.0,-1.8499999046325684,1.9559390002541477
0.800231724000696,4,132.49801744144412,126.0,36.0,1.0299999713897705,1.9775390001086635
0.800231724000696,6,1025.5680247656628,1012.0,32.0,1.8600000143051147,1.7785939999157563
0.9002132579998943,2,33.12277218562445,26.0,1.0,-1.309999942779541,1.9676190004247474
0.9002132579998943,4,134.01276966792426,128.0,5.0,0.07999999821186066,2.1031710002716864
0.9002132579998943,6,1027.082776992143,1016.0,38.0,1.5699999332427979,2.145571000255586
1.0001811910005927,2,34.62355661150553,26.0,1.0,-0.7799999713897705,1.9901480000044103
1.0001811910005927,4,135.51355409380534,128.0,-4.0,-0.17999999225139618,1.8758429996523773
1.0001811910005927,6,1028.5835614180241,1018.0,12.0,1.3600000143051147,1.759139000569121
1.1002751089999947,2,36.11096194939516,27.0,10.0,-0.6100000143051147,1.9880669997291989
1.1002751089999947,4,137.00095943169498,128.0,0.0,2.75,2.0172190006633173
1.1002751089999947,6,1030.0709667559138,1018.0,0.0,2.2100000381469727,2.0008350002171937
1.2002573460003987,2,37.57998616165467,29.0,28.0,-0.5099999904632568,1.9813150001937174
1.2002573460003987,4,138.4699836439545,130.0,33.0,3.93999981880188,1.7735069995978847
1.2002573460003987,6,1031.5399909681732,1018.0,11.0,2.679999828338623,1.900355000543641
1.300213728000017,2,39.03047567807427,33.0,25.0,-0.9899999499320984,2.075491000141483
1.300213728000017,4,139.92047316037406,134.0,42.0,1.7400000095367432,2.337156000066898
1.300213728000017,6,1032.9904804845928,1020.0,33.0,2.419999837875366,1.884803000393731
1.4002573410007244,2,40.46262217006699,34.0,6.0,-0.550000011920929,2.048514999842155
1.4002573410007244,4,141.3526196523668,137.0,6.0,0.04999999701976776,1.8490590000510565
1.4002573410007244,6,1034.4226269765854,1024.0,32.0,1.2999999523162842,1.9180509998477646
1.5001320580004176,2,41.87137331400701,34.0,0.0,-0.2199999988079071,1.9302110003991402
1.5001320580004176,4,142.7613707963068,136.0,-17.0,0.8199999928474426,1.7243869997400907
1.5001320580004176,6,1035.8313781205256,1025.0,1.0,2.129999876022339,1.8738909993771813
1.6001966960002392,2,43.260391254483054,35.0,16.0,-0.35999998450279236,1.93670699991344
1.6001966960002392,4,144.15038873678287,134.0,-17.0,2.6399998664855957,2.014210999732313
1.6001966960002392,6,1037.2203960610016,1024.0,-1.0,1.8399999141693115,1.7797470000004978
1.7001749650007696,2,44.624436440379256,37.0,29.0,-0.20999999344348907,1.9364509998922586
1.7001749650007696,4,145.51443392267907,134.0,25.0,4.940000057220459,2.101570999911928
1.7001749650007696,6,1038.5844412468978,1024.0,6.0,2.879999876022339,1.7331870003545191
1.8001875380005004,2,45.96382703373908,40.0,22.0,-0.47999998927116394,1.9846440000037546
1.8001875380005004,4,146.85382451603888,139.0,56.0,3.809999942779541,2.0413800002643256
1.8001875380005004,6,1039.9238318402577,1025.0,18.0,3.1399998664855957,1.820514999963052
1.9001895520004837,2,47.27663153151326,41.0,3.0,-0.17000000178813934,2.0719069998449413
1.9001895520004837,4,148.16662901381306,144.0,34.0,1.0099999904632568,2.05904299946269
1.9001895520004837,6,1041.2366363380318,1029.0,45.0,1.5399999618530273,2.051010999821301
2.0002075010006592,2,48.56189955310234,41.0,0.0,0.07000000029802322,1.9698910000442993
2.0002075010006592,4,149.45189703540214,144.0,-9.0,0.3999999761581421,1.7797150003389106
2.0002075010006592,6,1042.521904359621,1032.0,25.0,1.149999976158142,1.751906999743369
2.10018874600064,2,49.8176953686927,42.0,12.0,0.3199999928474426,2.0472679998420062
2.10018874600064,4,150.70769285099252,142.0,-18.0,3.7899999618530273,1.7915230000653537
2.10018874600064,6,1043.7777001752113,1033.0,-1.0,2.200000047683716,1.8860190002669697
2.201114761000099,2,51.054689777300695,44.0,31.0,0.25,3.2359730003008735
2.201114761000099,4,151.9446872596005,143.0,29.0,6.25,1.9796510005107848
2.201114761000099,6,1045.0146945838192,1033.0,1.0,3.4099998474121094,1.891427000373369
2.300146853000115,2,52.23732363464638,47.0,20.0,-0.5299999713897705,1.9264990005467553
2.300146853000115,4,153.12732111694618,148.0,51.0,4.019999980926514,1.8266910001329961
2.300146853000115,6,1046.197328441165,1034.0,19.0,3.109999895095825,1.802019000024302
2.400261794000471,2,53.40035295859801,48.0,2.0,0.19999998807907104,2.056196000012278
2.400261794000471,4,154.2903504408978,151.0,16.0,0.8799999952316284,1.9802919996436685
2.400261794000471,6,1047.3603577651165,1037.0,26.0,1.8499999046325684,2.102467999975488
2.500194911000108,2,54.52750398622978,48.0,1.0,0.4899999797344208,1.9431070004429785
2.500194911000108,4,155.4175014685296,150.0,-21.0,1.899999976158142,1.9039070002691005
2.500194911000108,6,1048.4875087927483,1039.0,14.0,2.0199999809265137,1.772835000338091
2.600192060000154,2,55.620496571620855,48.0,17.0,0.5899999737739563,2.0551710003928747
2.600192060000154,4,156.51049405392067,147.0,-25.0,3.569999933242798,1.770466000380111
2.600192060000154,6,1049.5805013781394,1039.0,0.0,2.240000009536743,1.7564509998919675
2.700163354000324,2,56.6772504073202,51.0,33.0,0.19999998807907104,1.9178269994881703
2.700163354000324,4,157.56724788962,147.0,19.0,6.319999694824219,1.8810910005413461
2.700163354000324,6,1050.6372552138387,1039.0,3.0,3.359999895095825,2.156483000362641
2.8001936230002684,2,57.69760081977569,54.0,16.0,-0.12999999523162842,2.0735710004373686
2.8001936230002684,4,158.5875983020755,152.0,61.0,4.929999828338623,1.7526110004837392
2.8001936230002684,6,1051.6576056262943,1039.0,15.0,3.3899998664855957,1.9486430001052213
2.9001582280006915,2,58.679273989742974,54.0,0.0,0.4899999797344208,1.9774109996433253
2.9001582280006915,4,159.56927147204277,157.0,31.0,1.659999966621399,2.000035000492062
2.9001582280006915,6,1052.6392787962616,1042.0,28.0,1.8299999237060547,1.9409629994697752
3.0002035370007434,2,59.62272895098113,54.0,0.0,0.550000011920929,1.928642999700969
3.0002035370007434,4,160.51272643328093,157.0,-13.0,1.3799999952316284,1.7579550003574695
3.0002035370007434,6,1053.5827337574997,1045.0,18.0,1.5999999046325684,1.8362909995630616
3.100192206000429,2,60.525725736975716,54.0,17.0,0.5600000023841858,1.9485150005493779
3.100192206000429,4,161.41572321927552,154.0,-21.0,4.299999713897705,1.830019000408356
3.100192206000429,6,1054.4857305434944,1045.0,-1.0,2.4700000286102295,1.8986269997185445
3.200197899000159,2,61.38806193574071,57.0,30.0,0.23999999463558197,1.9848989995807642
3.200197899000159,4,162.27805941804053,154.0,29.0,6.819999694824219,1.7951069994524005
3.200197899000159,6,1055.3480667422593,1045.0,1.0,3.549999952316284,1.9439389998296974
