timestamp_s,obs_0: base_lin_vel_x,obs_1: base_lin_vel_y,obs_2: base_lin_vel_z,obs_3: base_ang_vel_x,obs_4: base_ang_vel_y,obs_5: base_ang_vel_z,obs_6: projected_gravity_x,obs_7: projected_gravity_y,obs_8: projected_gravity_z,obs_9: pose_commands_cmd_0,obs_10: pose_commands_cmd_1,obs_11: pose_commands_cmd_2,obs_12: pose_commands_cmd_3,obs_13: joint_pos_FL_HAA,obs_14: joint_pos_FR_HAA,obs_15: joint_pos_HL_HAA,obs_16: joint_pos_HR_HAA,obs_17: joint_pos_FL_HFE,obs_18: joint_pos_FR_HFE,obs_19: joint_pos_HL_HFE,obs_20: joint_pos_HR_HFE,obs_21: joint_pos_FL_KFE,obs_22: joint_pos_FR_KFE,obs_23: joint_pos_HL_KFE,obs_24: joint_pos_HR_KFE,obs_25: joint_pos_HL_AFE,obs_26: joint_pos_HR_AFE,obs_27: joint_vel_FL_HAA,obs_28: joint_vel_FR_HAA,obs_29: joint_vel_HL_HAA,obs_30: joint_vel_HR_HAA,obs_31: joint_vel_FL_HFE,obs_32: joint_vel_FR_HFE,obs_33: joint_vel_HL_HFE,obs_34: joint_vel_HR_HFE,obs_35: joint_vel_FL_KFE,obs_36: joint_vel_FR_KFE,obs_37: joint_vel_HL_KFE,obs_38: joint_vel_HR_KFE,obs_39: joint_vel_HL_AFE,obs_40: joint_vel_HR_AFE,obs_41: actions_FL_HAA,obs_42: actions_FR_HAA,obs_43: actions_HL_HAA,obs_44: actions_HR_HAA,obs_45: actions_FL_HFE,obs_46: actions_FR_HFE,obs_47: actions_HL_HFE,obs_48: actions_HR_HFE,obs_49: actions_FL_KFE,obs_50: actions_FR_KFE,obs_51: actions_HL_KFE,obs_52: actions_HR_KFE,obs_53: actions_HL_AFE,obs_54: actions_HR_AFE,obs_55: time_remaining_s_time,action_IA_FL_HAA,action_IA_FR_HAA,action_IA_HL_HAA,action_IA_HR_HAA,action_IA_FL_HFE,action_IA_FR_HFE,action_IA_HL_HFE,action_IA_HR_HFE,action_IA_FL_KFE,action_IA_FR_KFE,action_IA_HL_KFE,action_IA_HR_KFE,action_IA_HL_AFE,action_IA_HR_AFE,target_envoyee_FL_HAA,target_envoyee_FL_HFE,target_envoyee_FL_KFE,target_envoyee_FR_HAA,target_envoyee_FR_HFE,target_envoyee_FR_KFE,target_envoyee_HL_HAA,target_envoyee_HL_HFE,target_envoyee_HL_KFE,target_envoyee_HL_AFE,target_envoyee_HR_HAA,target_envoyee_HR_HFE,target_envoyee_HR_KFE,target_envoyee_HR_AFE,position_reelle_FL_HAA,position_reelle_FR_HAA,position_reelle_HL_HAA,position_reelle_HR_HAA,position_reelle_FL_HFE,position_reelle_FR_HFE,position_reelle_HL_HFE,position_reelle_HR_HFE,position_reelle_FL_KFE,position_reelle_FR_KFE,position_reelle_HL_KFE,position_reelle_HR_KFE,position_reelle_HL_AFE,position_reelle_HR_AFE,vitesse_reelle_FL_HAA,vitesse_reelle_FR_HAA,vitesse_reelle_HL_HAA,vitesse_reelle_HR_HAA,vitesse_reelle_FL_HFE,vitesse_reelle_FR_HFE,vitesse_reelle_HL_HFE,vitesse_reelle_HR_HFE,vitesse_reelle_FL_KFE,vitesse_reelle_FR_KFE,vitesse_reelle_HL_KFE,vitesse_reelle_HR_KFE,vitesse_reelle_HL_AFE,vitesse_reelle_HR_AFE
0.021,0.0,0.0,0.0,6.116479122231927e-15,-2.3188681013477106e-15,3.571127328040862e-15,-3.6901317910656165e-17,-1.2359667861807315e-16,-1.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41019999980926514,0.41019999980926514,-0.6980999708175659,-0.6980999708175659,-1.2716000080108643,-1.2716000080108643,1.6759999990463257,1.6759999990463257,-1.7218999862670898,-1.7218999862670898,9.680064468910437e-15,-9.136168519852453e-15,-3.7853932058947836e-15,-1.263008117145456e-14,-3.392000823762022e-15,8.623539097976467e-15,-3.8832486353021153e-14,-5.1474009245527225e-14,-1.385213541500686e-14,-1.8434377830646442e-14,4.846930894294131e-14,5.34534710331519e-15,-1.3687409529622527e-14,2.344588553252619e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.39100849628448486,-0.1595287024974823,-0.8758519291877747,0.9478938579559326,-0.1147526204586029,0.257143497467041,0.6228396892547607,-0.36817216873168945,1.0004452466964722,0.28021401166915894,0.7977081537246704,1.0928561687469482,-0.5414401888847351,-0.9451898336410522,0.009775212965905666,0.4073311686515808,-1.2465888261795044,-0.0039882175624370575,0.41662856936454773,-1.2645946741104126,-0.021896298974752426,-0.6825289726257324,1.6959426403045654,-1.735435962677002,0.023697346448898315,-0.7073042392730713,1.7033213376998901,-1.7455297708511353,0.0,0.0,0.0,0.0,0.41019999980926514,0.41019999980926514,-0.6980999708175659,-0.6980999708175659,-1.2716000080108643,-1.2716000080108643,1.6759999990463257,1.6759999990463257,-1.7218999862670898,-1.7218999862670898,-1.631872669763043e-14,-4.759760616109823e-15,3.816054951552442e-15,-1.6938229019318571e-15,-1.6615920065635864e-14,8.120837749275248e-15,4.142438345469679e-15,-5.1937200742403766e-14,1.4479608104970426e-14,-7.595914491202813e-15,-3.9351591659416254e-16,6.944239020617582e-14,4.361218485415992e-15,-6.200668098551784e-14
0.042,0.0,0.0,0.0,1.908870400613681e-14,1.0815426584377154e-14,1.167587404535668e-16,-6.511996577680451e-17,-2.8127626896776484e-16,-1.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41019999980926514,0.41019999980926514,-0.6980999708175659,-0.6980999708175659,-1.2716000080108643,-1.2716000080108643,1.6759999990463257,1.6759999990463257,-1.7218999862670898,-1.7218999862670898,-2.852436643547944e-14,-2.3828817269518597e-14,-5.755072186495146e-15,-5.004364249519078e-15,-2.0720233458149627e-14,4.842355645829537e-15,2.969549790527576e-14,4.3533119410731416e-14,1.4939008282375058e-14,2.854348778074723e-15,-8.565221557184366e-14,-6.565492642824147e-14,6.885550479394584e-14,6.8374917781431534e-15,0.39100849628448486,-0.1595287024974823,-0.8758519291877747,0.9478938579559326,-0.1147526204586029,0.257143497467041,0.6228396892547607,-0.36817216873168945,1.0004452466964722,0.28021401166915894,0.7977081537246704,1.0928561687469482,-0.5414401888847351,-0.9451898336410522,5.980999946594238,0.2830721139907837,-0.04189226031303406,-0.9570823907852173,0.9920440912246704,-0.2547159790992737,0.2146681547164917,0.6077702641487122,-0.41920751333236694,1.1141722202301025,0.37613987922668457,0.7834581136703491,1.1705455780029297,-0.809381365776062,-1.0976486206054688,0.01636325567960739,0.40110671520233154,-1.2199851274490356,-0.004836113192141056,0.42167383432388306,-1.2555413246154785,-0.04472854733467102,-0.6681132316589355,1.7145318984985352,-1.7549936771392822,0.04731358215212822,-0.7173241972923279,1.731218934059143,-1.77178955078125,0.0,0.0,0.0,0.0,0.41019999980926514,0.41019999980926514,-0.6980999708175659,-0.6980999708175659,-1.2716000080108643,-1.2716000080108643,1.6759999990463257,1.6759999990463257,-1.7218999862670898,-1.7218999862670898,-2.852436643547944e-14,-2.3828817269518597e-14,-5.755072186495146e-15,-5.004364249519078e-15,-2.0720233458149627e-14,4.842355645829537e-15,2.969549790527576e-14,4.3533119410731416e-14,1.4939008282375058e-14,2.854348778074723e-15,-8.565221557184366e-14,-6.565492642824147e-14,6.885550479394584e-14,6.8374917781431534e-15
0.06,7.029909711672071e-16,-2.0287798574620836e-15,-0.3846299946308136,-1.3783750210010284e-14,2.856302883084039e-15,1.070476109454367e-15,1.0044595626116162e-17,-2.0869913761989678e-16,-1.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41019999980926514,0.41019999980926514,-0.6980999708175659,-0.6980999708175659,-1.2716000080108643,-1.2716000080108643,1.6759999990463257,1.6759999990463257,-1.7218999862670898,-1.7218999862670898,2.129825212948775e-14,1.1648681693711416e-14,2.5976960586391283e-14,-1.7952206866520774e-15,-1.8279880715133152e-14,1.8433112363423244e-14,-2.973707705859058e-14,-1.7987949115796063e-14,8.475113514629096e-15,-2.8511176438424796e-14,4.739002972594525e-14,3.132161481675562e-14,-4.64860016257361e-14,-1.219042448501748e-14,0.2830721139907837,-0.04189226031303406,-0.9570823907852173,0.9920440912246704,-0.2547159790992737,0.2146681547164917,0.6077702641487122,-0.41920751333236694,1.1141722202301025,0.37613987922668457,0.7834581136703491,1.1705455780029297,-0.809381365776062,-1.0976486206054688,5.960999965667725,0.1972404271364212,-0.009484214708209038,-0.8849121928215027,0.9483739137649536,-0.2923337519168854,0.13477814197540283,0.5853214263916016,-0.4326038360595703,1.250765323638916,0.5105265974998474,0.719174861907959,1.0693285465240479,-0.8424496650695801,-1.0412110090255737,0.020476102828979492,0.3942530155181885,-1.1912966966629028,-0.004831412807106972,0.42446959018707275,-1.2435810565948486,-0.0646149218082428,-0.6549795269966125,1.7305846214294434,-1.774400234222412,0.06865724921226501,-0.7271780967712402,1.7551912069320679,-1.7953252792358398,0.0,0.0,0.0,0.0,0.41019999980926514,0.41019999980926514,-0.6980999708175659,-0.6980999708175659,-1.2716000080108643,-1.2716000080108643,1.6759999990463257,1.6759999990463257,-1.7218999862670898,-1.7218999862670898,2.129825212948775e-14,1.1648681693711416e-14,2.5976960586391283e-14,-1.7952206866520774e-15,-1.8279880715133152e-14,1.8433112363423244e-14,-2.973707705859058e-14,-1.7987949115796063e-14,8.475113514629096e-15,-2.8511176438424796e-14,4.739002972594525e-14,3.132161481675562e-14,-4.64860016257361e-14,-1.219042448501748e-14
0.081,7.029909711672071e-16,-2.0287798574620836e-15,-0.3846299946308136,-9.85655310083329e-15,-7.560942194876578e-16,3.211169665676833e-15,2.0365868277880285e-17,1.3071431467182452e-17,-1.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41019999980926514,0.41019999980926514,-0.6980999708175659,-0.6980999708175659,-1.2716000080108643,-1.2716000080108643,1.6759999990463257,1.6759999990463257,-1.7218999862670898,-1.7218999862670898,9.296516091932428e-15,1.1984304099500829e-14,-3.16756716240926e-15,-2.6601306877746533e-15,-1.5167852867800646e-14,9.254287264347065e-15,1.1525823799876916e-14,-5.490066070485376e-15,8.87669183492236e-15,-1.0635313921989473e-15,-3.8159918475978716e-14,1.4307793612608759e-15,2.9241247688190433e-14,4.23859267860904e-15,0.1972404271364212,-0.009484214708209038,-0.8849121928215027,0.9483739137649536,-0.2923337519168854,0.13477814197540283,0.5853214263916016,-0.4326038360595703,1.250765323638916,0.5105265974998474,0.719174861907959,1.0693285465240479,-0.8424496650695801,-1.0412110090255737,5.940999984741211,0.2067357748746872,-0.011880006641149521,-0.8466010093688965,0.9522115588188171,-0.2846449017524719,0.12510152161121368,0.6291477680206299,-0.4371563792228699,1.272033929824829,0.5332731008529663,0.7062993049621582,1.040342092514038,-0.8296734094619751,-1.0114636421203613,0.024620693176984787,0.38793423771858215,-1.163511037826538,-0.004886842332780361,0.42688363790512085,-1.2316501140594482,-0.08254919946193695,-0.6414068341255188,1.745512843132019,-1.7925169467926025,0.08902967721223831,-0.7366530895233154,1.7772401571273804,-1.8169405460357666,0.0,0.0,0.0,0.0,0.41019999980926514,0.41019999980926514,-0.6980999708175659,-0.6980999708175659,-1.2716000080108643,-1.2716000080108643,1.6759999990463257,1.6759999990463257,-1.7218999862670898,-1.7218999862670898,-1.303236422315994e-15,1.2179138618028263e-14,1.7826834978898823e-14,1.0633631291039752e-14,-1.0995304195121972e-14,6.8966011253343475e-15,-2.350199130088642e-14,-1.862757926965157e-14,1.8463641124908184e-15,-3.974360750713061e-15,4.8620849913468683e-14,7.23358259548763e-15,-2.8496119580754403e-14,1.255402184795586e-14
0.101,1.4943654893365458e-15,2.4549373268792135e-16,-0.7616437673568726,5.842475398739949e-16,1.7284888899685418e-15,-2.925375031800838e-15,4.3892334119321585e-17,4.740560510012826e-17,-1.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41019999980926514,0.41019999980926514,-0.6980999708175659,-0.6980999708175659,-1.2716000080108643,-1.2716000080108643,1.6759999990463257,1.6759999990463257,-1.7218999862670898,-1.7218999862670898,2.4811804087004896e-14,4.687733592956527e-15,8.008667717169203e-15,7.82541976232726e-15,-1.2410250710653652e-14,5.44849538750003e-15,-1.2674877355903051e-14,-1.1254853724885529e-14,-2.9532830733469727e-15,-5.894852104549892e-15,1.3362911207529405e-14,1.4763904972837439e-15,-1.3513582275219947e-14,3.050618382173043e-15,0.2067357748746872,-0.011880006641149521,-0.8466010093688965,0.9522115588188171,-0.2846449017524719,0.12510152161121368,0.6291477680206299,-0.4371563792228699,1.272033929824829,0.5332731008529663,0.7062993049621582,1.040342092514038,-0.8296734094619751,-1.0114636421203613,5.921000003814697,0.163898766040802,-0.018069760873913765,-0.7674288749694824,0.8904710412025452,-0.3041163682937622,0.06696373969316483,0.6108118295669556,-0.42955753207206726,1.4154250621795654,0.6453474164009094,0.6328234076499939,0.9036880135536194,-0.803367018699646,-0.9138725996017456,0.027487127110362053,0.3814446032047272,-1.1335299015045166,-0.00509424414485693,0.42772355675697327,-1.217513918876648,-0.09760746359825134,-0.6289712190628052,1.7578577995300293,-1.809070348739624,0.10683996975421906,-0.7454643249511719,1.7947702407836914,-1.8350353240966797,0.0,0.0,0.0,0.0,0.41019999980926514,0.41019999980926514,-0.6980999708175659,-0.6980999708175659,-1.2716000080108643,-1.2716000080108643,1.6759999990463257,1.6759999990463257,-1.7218999862670898,-1.7218999862670898,9.443208222353243e-16,-1.283550847226212e-15,-1.9385359084704264e-15,-5.481116743881161e-15,-1.308809644999043e-14,-4.23011218474113e-15,3.016314479545486e-14,6.700236865304172e-15,4.213618759192194e-15,1.0063280808973122e-14,-7.236337316038691e-14,-1.5786168284571446e-14,2.423215403021036e-14,-7.376286471276298e-15
0.121,1.4943654893365458e-15,2.4549373268792135e-16,-0.7616437673568726,-0.0655033141374588,0.21751423180103302,9.032178058987483e-05,0.00045091667561791837,0.0002586933260317892,-0.9999998807907104,0.20000000298023224,0.0,0.0,0.0,-1.0801658390846569e-05,-9.602651516615879e-06,-8.337881808984093e-06,-1.1032580005121417e-05,0.4102020859718323,0.4102036654949188,-0.6980992555618286,-0.6980950832366943,-1.271599292755127,-1.2716012001037598,1.6760047674179077,1.679136872291565,-1.7219033241271973,-1.7271891832351685,-0.010833673179149628,-0.009630812332034111,-0.008359040133655071,-0.010217756032943726,0.0020924117416143417,0.003666385542601347,0.0007378074806183577,0.004951649345457554,0.000705192273017019,-0.0011540345149114728,0.004814523737877607,3.146265745162964,-0.003328651189804077,-5.304986000061035,0.163898766040802,-0.018069760873913765,-0.7674288749694824,0.8904710412025452,-0.3041163682937622,0.06696373969316483,0.6108118295669556,-0.42955753207206726,1.4154250621795654,0.6453474164009094,0.6328234076499939,0.9036880135536194,-0.803367018699646,-0.9138725996017456,5.901000022888184,0.20362471044063568,-0.047874804586172104,-0.7338436841964722,0.8840386867523193,-0.27087172865867615,0.10956437885761261,0.65064537525177,-0.383992999792099,1.4560848474502563,0.6125656366348267,0.7029199600219727,0.8424298763275146,-0.8112632632255554,-0.9058957695960999,0.031203389167785645,0.37611058354377747,-1.1040313243865967,-0.006036402191966772,0.4295864999294281,-1.2049040794372559,-0.11107318103313446,-0.6161615252494812,1.771337866783142,-1.824993371963501,0.12359894067049026,-0.7526959180831909,1.8098925352096558,-1.8520258665084839,-1.0801658390846569e-05,-9.602651516615879e-06,-8.337881808984093e-06,-1.1032580005121417e-05,0.4102020859718323,0.4102036654949188,-0.6980992555618286,-0.6980950832366943,-1.271599292755127,-1.2716012001037598,1.6760047674179077,1.679136872291565,-1.7219033241271973,-1.7271891832351685,-0.010833673179149628,-0.009630812332034111,-0.008359040133655071,-0.010217756032943726,0.0020924117416143417,0.003666385542601347,0.0007378074806183577,0.004951649345457554,0.000705192273017019,-0.0011540345149114728,0.004814523737877607,3.146265745162964,-0.003328651189804077,-5.304986000061035
0.14,0.0346820130944252,0.011625402607023716,-0.6924346089363098,0.01830182410776615,0.16219404339790344,0.012266392819583416,0.00907097663730383,0.00038252159720286727,-0.9999588131904602,0.20000000298023224,0.0,0.0,0.0,0.001459956867620349,-0.0005619959556497633,0.0006234477623365819,0.00025813901447691023,0.42983850836753845,0.4297381639480591,-0.7100405097007751,-0.7080264091491699,-1.321054458618164,-1.3210649490356445,1.7362651824951172,1.7389154434204102,-1.8108512163162231,-1.8202438354492188,-0.015963239595294,-0.019345290958881378,-0.008963520638644695,-0.015052743256092072,2.5186030864715576,2.5257413387298584,-0.6439138650894165,-0.896190345287323,-5.25545597076416,-5.26270866394043,2.3309519290924072,2.469736099243164,-2.849876642227173,-2.4493722915649414,0.20362471044063568,-0.047874804586172104,-0.7338436841964722,0.8840386867523193,-0.27087172865867615,0.10956437885761261,0.65064537525177,-0.383992999792099,1.4560848474502563,0.6125656366348267,0.7029199600219727,0.8424298763275146,-0.8112632632255554,-0.9058957695960999,5.88100004196167,0.2763078808784485,0.04854775220155716,-0.9004684090614319,0.8820749521255493,-0.3765501081943512,-0.03979872167110443,0.6554935574531555,-0.381691038608551,1.3860975503921509,0.5715268850326538,0.7164129614830017,0.9642232060432434,-0.9946425557136536,-0.9746707677841187,0.036550916731357574,0.36840128898620605,-1.0777573585510254,-0.004520887974649668,0.4276221990585327,-1.1939506530761719,-0.12803122401237488,-0.6038711071014404,1.7844812870025635,-1.8447047472000122,0.13947086036205292,-0.7595083713531494,1.8273035287857056,-1.8698863983154297,0.001459956867620349,-0.0005619959556497633,0.0006234477623365819,0.00025813901447691023,0.42983850836753845,0.4297381639480591,-0.7100405097007751,-0.7080264091491699,-1.321054458618164,-1.3210649490356445,1.7362651824951172,1.7389154434204102,-1.8108512163162231,-1.8202438354492188,-0.015963239595294,-0.019345290958881378,-0.008963520638644695,-0.015052743256092072,2.5186030864715576,2.5257413387298584,-0.6439138650894165,-0.896190345287323,-5.25545597076416,-5.26270866394043,2.3309519290924072,2.469736099243164,-2.849876642227173,-2.4493722915649414
0.16,0.0346820130944252,0.011625402607023716,-0.6924346089363098,1.4660189151763916,-1.446947455406189,-0.27234235405921936,-0.0010892546270042658,-0.013076641596853733,-0.9999139308929443,0.20000000298023224,0.0,0.0,0.0,-0.005679732654243708,-0.0077193621546030045,-0.011533400043845177,-0.00745046092197299,0.44830846786499023,0.4542485177516937,-0.7140567898750305,-0.7329605221748352,-1.351549506187439,-1.3652985095977783,1.7783094644546509,1.7977254390716553,-1.8779265880584717,-1.8762603998184204,-1.1470032930374146,-1.1479548215866089,-1.4964114427566528,-1.4854189157485962,-0.3610669672489166,0.6614652872085571,1.6999069452285767,-1.40721595287323,2.6146278381347656,0.17721757292747498,0.9915823340415955,3.9499330520629883,-3.1798107624053955,-1.2959319353103638,0.2763078808784485,0.04854775220155716,-0.9004684090614319,0.8820749521255493,-0.3765501081943512,-0.03979872167110443,0.6554935574531555,-0.381691038608551,1.3860975503921509,0.5715268850326538,0.7164129614830017,0.9642232060432434,-0.9946425557136536,-0.9746707677841187,5.861000061035156,0.010928414762020111,0.27763471007347107,-0.6946585774421692,0.7759361267089844,-0.13754074275493622,-0.20116202533245087,0.48075738549232483,-0.38865646719932556,1.0975019931793213,0.7682031989097595,0.7242098450660706,0.8281856179237366,-0.9312236309051514,-0.9794613122940063,0.034996580332517624,0.36705270409584045,-1.0600119829177856,0.002646024338901043,0.42172202467918396,-1.1786280870437622,-0.13899612426757812,-0.5965635776519775,1.797162413597107,-1.8618451356887817,0.15189571678638458,-0.7661543488502502,1.8404428958892822,-1.8869736194610596,-0.005679732654243708,-0.0077193621546030045,-0.011533400043845177,-0.00745046092197299,0.44830846786499023,0.4542485177516937,-0.7140567898750305,-0.7329605221748352,-1.351549506187439,-1.3652985095977783,1.7783094644546509,1.7977254390716553,-1.8779265880584717,-1.8762603998184204,-1.1470032930374146,-1.1479548215866089,-1.4964114427566528,-1.4854189157485962,-0.3610669672489166,0.6614652872085571,1.6999069452285767,-1.40721595287323,2.6146278381347656,0.17721757292747498,0.9915823340415955,3.9499330520629883,-3.1798107624053955,-1.2959319353103638
0.181,-0.227524995803833,-0.028860462829470634,0.015351774170994759,1.1744282245635986,-2.0288023948669434,-0.4446921646595001,-0.02829420194029808,-0.03266582265496254,-0.9990657567977905,0.20000000298023224,0.0,0.0,0.0,-0.025288039818406105,-0.02744944952428341,-0.04345101863145828,-0.03869831934571266,0.4194498062133789,0.45149949193000793,-0.6769805550575256,-0.7472346425056458,-1.2361117601394653,-1.3155722618103027,1.8078944683074951,1.8723628520965576,-1.9333399534225464,-1.909029245376587,-0.3522302210330963,-0.4635491967201233,-1.2678425312042236,-1.280070424079895,-2.0255210399627686,-0.8686466217041016,1.615563154220581,-0.14073584973812103,7.204362869262695,3.9674673080444336,1.815813660621643,2.893925666809082,-2.131408929824829,-1.5625479221343994,0.010928414762020111,0.27763471007347107,-0.6946585774421692,0.7759361267089844,-0.13754074275493622,-0.20116202533245087,0.48075738549232483,-0.38865646719932556,1.0975019931793213,0.7682031989097595,0.7242098450660706,0.8281856179237366,-0.9312236309051514,-0.9794613122940063,5.841000080108643,-0.06718843430280685,0.26701921224594116,-0.6889812350273132,0.8748337030410767,0.020672019571065903,-0.05210904777050018,0.6532334089279175,-0.3734668493270874,0.843408465385437,0.7358295917510986,0.7718670964241028,0.8941133618354797,-0.8771858215332031,-1.1070196628570557,0.0315670408308506,0.36972686648368835,-1.0495061874389648,0.009189203381538391,0.4198431968688965,-1.1648808717727661,-0.14927084743976593,-0.5853095650672913,1.8104009628295898,-1.8767774105072021,0.16617175936698914,-0.7720882892608643,1.8545734882354736,-1.906395435333252,-0.01836308464407921,-0.02781951054930687,-0.05262044817209244,-0.04789532721042633,0.3997000455856323,0.44137275218963623,-0.6651304960250854,-0.7472046613693237,-1.1736029386520386,-1.278475284576416,1.8277416229248047,1.8928580284118652,-1.9521186351776123,-1.9215404987335205,1.400399923324585,0.23341132700443268,-0.7024850845336914,-0.6968535780906677,-1.8351871967315674,-1.0602476596832275,0.8636374473571777,0.022551732137799263,5.1461358070373535,3.3462095260620117,1.9879416227340698,1.4448580741882324,-1.5732579231262207,-0.9347690939903259
0.201,-0.227524995803833,-0.028860462829470634,0.015351774170994759,0.15944962203502655,-0.9220348000526428,-0.6973069310188293,-0.062465112656354904,-0.04170824587345123,-0.9971752762794495,0.20000000298023224,0.0,0.0,0.0,0.0006896647973917425,-0.023121347650885582,-0.05824032425880432,-0.05245419964194298,0.3832961320877075,0.43016961216926575,-0.6573219299316406,-0.7494975328445435,-1.1247247457504272,-1.2464265823364258,1.8470416069030762,1.907639980316162,-1.9662851095199585,-1.9305031299591064,2.0993082523345947,0.5414557456970215,-0.5427989363670349,-0.5254883766174316,-1.245039701461792,-1.0207457542419434,0.7289504408836365,-0.23625454306602478,3.5246059894561768,2.7629759311676025,1.7137367725372314,0.9949886798858643,-1.1594125032424927,-0.3480973541736603,-0.06718843430280685,0.26701921224594116,-0.6889812350273132,0.8748337030410767,0.020672019571065903,-0.05210904777050018,0.6532334089279175,-0.3734668493270874,0.843408465385437,0.7358295917510986,0.7718670964241028,0.8941133618354797,-0.8771858215332031,-1.1070196628570557,5.821000099182129,-0.15412181615829468,0.23908087611198425,-0.7920377850532532,0.9700366258621216,-0.15055955946445465,-0.0013885833323001862,0.7908474802970886,-0.3677820861339569,1.0174447298049927,0.765483021736145,0.8459479808807373,1.027512550354004,-1.0103960037231445,-1.1723767518997192,0.0261356420814991,0.3679865300655365,-1.0351747274398804,0.014706764370203018,0.4193263351917267,-1.1510796546936035,-0.1616082489490509,-0.5711778998374939,1.8248295783996582,-1.8942934274673462,0.18211407959461212,-0.7775834202766418,1.8713325262069702,-1.9264800548553467,0.0006896647973917425,-0.023121347650885582,-0.05824032425880432,-0.05245419964194298,0.3832961320877075,0.43016961216926575,-0.6573219299316406,-0.7494975328445435,-1.1247247457504272,-1.2464265823364258,1.8470416069030762,1.907639980316162,-1.9662851095199585,-1.9305031299591064,2.0993082523345947,0.5414557456970215,-0.5427989363670349,-0.5254883766174316,-1.245039701461792,-1.0207457542419434,0.7289504408836365,-0.23625454306602478,3.5246059894561768,2.7629759311676025,1.7137367725372314,0.9949886798858643,-1.1594125032424927,-0.3480973541736603
