timestamp_s,obs_0: base_lin_vel_x,obs_1: base_lin_vel_y,obs_2: base_lin_vel_z,obs_3: base_ang_vel_x,obs_4: base_ang_vel_y,obs_5: base_ang_vel_z,obs_6: projected_gravity_x,obs_7: projected_gravity_y,obs_8: projected_gravity_z,obs_9: pose_commands_cmd_0,obs_10: pose_commands_cmd_1,obs_11: pose_commands_cmd_2,obs_12: pose_commands_cmd_3,obs_13: joint_pos_FL_HAA,obs_14: joint_pos_FR_HAA,obs_15: joint_pos_HL_HAA,obs_16: joint_pos_HR_HAA,obs_17: joint_pos_FL_HFE,obs_18: joint_pos_FR_HFE,obs_19: joint_pos_HL_HFE,obs_20: joint_pos_HR_HFE,obs_21: joint_pos_FL_KFE,obs_22: joint_pos_FR_KFE,obs_23: joint_pos_HL_KFE,obs_24: joint_pos_HR_KFE,obs_25: joint_pos_HL_AFE,obs_26: joint_pos_HR_AFE,obs_27: joint_vel_FL_HAA,obs_28: joint_vel_FR_HAA,obs_29: joint_vel_HL_HAA,obs_30: joint_vel_HR_HAA,obs_31: joint_vel_FL_HFE,obs_32: joint_vel_FR_HFE,obs_33: joint_vel_HL_HFE,obs_34: joint_vel_HR_HFE,obs_35: joint_vel_FL_KFE,obs_36: joint_vel_FR_KFE,obs_37: joint_vel_HL_KFE,obs_38: joint_vel_HR_KFE,obs_39: joint_vel_HL_AFE,obs_40: joint_vel_HR_AFE,obs_41: actions_FL_HAA,obs_42: actions_FR_HAA,obs_43: actions_HL_HAA,obs_44: actions_HR_HAA,obs_45: actions_FL_HFE,obs_46: actions_FR_HFE,obs_47: actions_HL_HFE,obs_48: actions_HR_HFE,obs_49: actions_FL_KFE,obs_50: actions_FR_KFE,obs_51: actions_HL_KFE,obs_52: actions_HR_KFE,obs_53: actions_HL_AFE,obs_54: actions_HR_AFE,obs_55: time_remaining_s_time,action_IA_FL_HAA,action_IA_FR_HAA,action_IA_HL_HAA,action_IA_HR_HAA,action_IA_FL_HFE,action_IA_FR_HFE,action_IA_HL_HFE,action_IA_HR_HFE,action_IA_FL_KFE,action_IA_FR_KFE,action_IA_HL_KFE,action_IA_HR_KFE,action_IA_HL_AFE,action_IA_HR_AFE,target_envoyee_FL_HAA,target_envoyee_FR_HAA,target_envoyee_HL_HAA,target_envoyee_HR_HAA,target_envoyee_FL_HFE,target_envoyee_FR_HFE,target_envoyee_HL_HFE,target_envoyee_HR_HFE,target_envoyee_FL_KFE,target_envoyee_FR_KFE,target_envoyee_HL_KFE,target_envoyee_HR_KFE,target_envoyee_HL_AFE,target_envoyee_HR_AFE,position_reelle_FL_HAA,position_reelle_FR_HAA,position_reelle_HL_HAA,position_reelle_HR_HAA,position_reelle_FL_HFE,position_reelle_FR_HFE,position_reelle_HL_HFE,position_reelle_HR_HFE,position_reelle_FL_KFE,position_reelle_FR_KFE,position_reelle_HL_KFE,position_reelle_HR_KFE,position_reelle_HL_AFE,position_reelle_HR_AFE,vitesse_reelle_FL_HAA,vitesse_reelle_FR_HAA,vitesse_reelle_HL_HAA,vitesse_reelle_HR_HAA,vitesse_reelle_FL_HFE,vitesse_reelle_FR_HFE,vitesse_reelle_HL_HFE,vitesse_reelle_HR_HFE,vitesse_reelle_FL_KFE,vitesse_reelle_FR_KFE,vitesse_reelle_HL_KFE,vitesse_reelle_HR_KFE,vitesse_reelle_HL_AFE,vitesse_reelle_HR_AFE
0.022,0.0,0.0,0.0,2.321504533747687e-14,-5.2265744493852975e-15,1.2867856660517762e-15,9.978594719604433e-17,-2.1621098313817253e-17,-1.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41019999980926514,0.41019999980926514,-0.6980999708175659,-0.6980999708175659,-1.2716000080108643,-1.2716000080108643,1.6759999990463257,1.6759999990463257,-1.7218999862670898,-1.7218999862670898,2.011052728425472e-15,5.543711208133833e-15,7.080118436653517e-15,1.1863903448246314e-14,1.3839967786719552e-16,5.709627174809058e-15,-3.2802126764602466e-14,-3.273332736049468e-14,-6.160861615788979e-14,-6.215262645639565e-15,-1.3555723858411743e-14,-3.3205100995192804e-14,7.44384920728109e-15,1.6965322850444157e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.39100849628448486,-0.1595287024974823,-0.8758519291877747,0.9478938579559326,-0.1147526204586029,0.257143497467041,0.6228396892547607,-0.36817216873168945,1.0004452466964722,0.28021401166915894,0.7977081537246704,1.0928561687469482,-0.5414401888847351,-0.9451898336410522,0.19550424814224243,-0.07976435124874115,-0.43792596459388733,0.4739469289779663,0.3528236746788025,0.5387717485427856,-0.38668012619018555,-0.8821860551834106,-0.7713773846626282,-1.1314929723739624,2.0748541355133057,2.2224280834198,-1.9926201105117798,-2.1944949626922607,0.0,0.0,0.0,0.0,0.41019999980926514,0.41019999980926514,-0.6980999708175659,-0.6980999708175659,-1.2716000080108643,-1.2716000080108643,1.6759999990463257,1.6759999990463257,-1.7218999862670898,-1.7218999862670898,-2.3479065507136035e-14,-6.4494299861057e-15,-5.8168933096669744e-15,-6.713839367404129e-15,-5.564871361705666e-15,1.6461502571219616e-14,-2.1455383517467e-14,5.79121550587096e-15,-4.213673138707408e-14,-1.0373408370083128e-14,-1.951906958817546e-14,-2.7649378012833958e-14,-2.165334776979498e-16,-1.6305031868939224e-14
0.04,0.0,0.0,0.0,-4.741854339604867e-15,-5.104679632011826e-15,-8.574865514332801e-16,8.00558433195274e-17,-5.796041979013754e-17,-1.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41019999980926514,0.41019999980926514,-0.6980999708175659,-0.6980999708175659,-1.2716000080108643,-1.2716000080108643,1.6759999990463257,1.6759999990463257,-1.7218999862670898,-1.7218999862670898,-4.5017492981784795e-15,1.044680462199566e-15,-1.5518542507414056e-15,4.369510937969612e-15,3.580415467823979e-15,1.1218680335840087e-14,1.619126348566171e-14,-1.781204070144208e-14,-4.809368710028371e-14,-1.0427750615847175e-15,-5.1554335073981244e-14,2.860337766879932e-14,1.0264149590216796e-14,-2.963664266796874e-14,0.39100849628448486,-0.1595287024974823,-0.8758519291877747,0.9478938579559326,-0.1147526204586029,0.257143497467041,0.6228396892547607,-0.36817216873168945,1.0004452466964722,0.28021401166915894,0.7977081537246704,1.0928561687469482,-0.5414401888847351,-0.9451898336410522,5.980999946594238,0.2830721139907837,-0.04189226031303406,-0.9570823907852173,0.9920440912246704,-0.2547159790992737,0.2146681547164917,0.6077702641487122,-0.41920751333236694,1.1141722202301025,0.37613987922668457,0.7834581136703491,1.1705455780029297,-0.809381365776062,-1.0976486206054688,0.14153605699539185,-0.02094613015651703,-0.47854119539260864,0.4960220456123352,0.2828420102596283,0.517534077167511,-0.39421483874320984,-0.9077037572860718,-0.714513897895813,-1.083530068397522,2.0677289962768555,2.26127290725708,-2.1265907287597656,-2.270724296569824,0.0,0.0,0.0,0.0,0.41019999980926514,0.41019999980926514,-0.6980999708175659,-0.6980999708175659,-1.2716000080108643,-1.2716000080108643,1.6759999990463257,1.6759999990463257,-1.7218999862670898,-1.7218999862670898,-4.5017492981784795e-15,1.044680462199566e-15,-1.5518542507414056e-15,4.369510937969612e-15,3.580415467823979e-15,1.1218680335840087e-14,1.619126348566171e-14,-1.781204070144208e-14,-4.809368710028371e-14,-1.0427750615847175e-15,-5.1554335073981244e-14,2.860337766879932e-14,1.0264149590216796e-14,-2.963664266796874e-14
0.061,0.0067409854382276535,-0.0004834889550693333,-0.31875374913215637,0.006596609950065613,0.17001697421073914,0.005069463513791561,0.0009236443438567221,8.917677405406721e-06,-0.9999995827674866,0.20000000298023224,0.0,0.0,0.0,9.972208499675617e-05,-4.496771362028085e-05,0.00010012786515289918,5.2512848924379796e-05,0.40991511940956116,0.40996965765953064,-0.7009777426719666,-0.6990699172019958,-1.271706223487854,-1.2717280387878418,1.68980073928833,1.689188838005066,-1.7389891147613525,-1.7425189018249512,0.01893347129225731,-0.021264594048261642,0.0071915690787136555,0.0035056706983596087,-0.07714421302080154,-0.0699092373251915,-0.4646562337875366,-0.2509084641933441,-0.028632301837205887,-0.03144688531756401,1.907218098640442,1.7829025983810425,-2.3101508617401123,-2.608747720718384,0.2830721139907837,-0.04189226031303406,-0.9570823907852173,0.9920440912246704,-0.2547159790992737,0.2146681547164917,0.6077702641487122,-0.41920751333236694,1.1141722202301025,0.37613987922668457,0.7834581136703491,1.1705455780029297,-0.809381365776062,-1.0976486206054688,5.960999965667725,0.2262294888496399,-0.027479715645313263,-0.9588871002197266,0.9180670976638794,-0.2768488824367523,0.17957940697669983,0.6279835104942322,-0.3674568831920624,1.202847957611084,0.45170536637306213,0.7783774733543396,1.0742255449295044,-0.928155779838562,-1.11933434009552,0.11311474442481995,-0.013739857822656631,-0.4794435501098633,0.4590335488319397,0.2717755436897278,0.49998968839645386,-0.38410821557044983,-0.8818284273147583,-0.6701760292053223,-1.0457472801208496,2.0651886463165283,2.2131128311157227,-2.1859779357910156,-2.281567096710205,0.00036542912130244076,-0.0005172157543711364,9.00299710338004e-05,1.9154244000674225e-05,0.40845954418182373,0.4086046516895294,-0.7067763805389404,-0.7033711075782776,-1.2722222805023193,-1.2722795009613037,1.7089083194732666,1.707545280456543,-1.7615623474121094,-1.7673039436340332,0.03297160565853119,-0.06683661043643951,-0.006425865925848484,-0.008246678858995438,-0.20120516419410706,-0.19033557176589966,-0.6680834889411926,-0.5638874173164368,-0.06967081129550934,-0.07348747551441193,1.8981940746307373,1.8604564666748047,-2.211843967437744,-2.3806426525115967
0.08,0.0067409854382276535,-0.0004834889550693333,-0.31875374913215637,0.016069794073700905,0.18338128924369812,0.0073162587359547615,0.0067711928859353065,-0.00030479897395707667,-0.9999770522117615,0.20000000298023224,0.0,0.0,0.0,0.0006744028069078922,-0.0012505949707701802,2.2695536245009862e-05,-0.00010821619798662141,0.40947073698043823,0.40975669026374817,-0.7140507698059082,-0.7100107073783875,-1.2795964479446411,-1.2797220945358276,1.7276490926742554,1.726234793663025,-1.7832486629486084,-1.7901921272277832,-0.009379747323691845,-0.025446584448218346,-0.0048921965062618256,-0.011396577581763268,1.8407114744186401,1.8593194484710693,-0.6307051777839661,-0.5911295413970947,-3.8785266876220703,-3.8998918533325195,1.9676588773727417,1.972023844718933,-2.2166032791137695,-2.2989695072174072,0.2262294888496399,-0.027479715645313263,-0.9588871002197266,0.9180670976638794,-0.2768488824367523,0.17957940697669983,0.6279835104942322,-0.3674568831920624,1.202847957611084,0.45170536637306213,0.7783774733543396,1.0742255449295044,-0.928155779838562,-1.11933434009552,5.940999984741211,0.2634925842285156,0.040882159024477005,-1.0050530433654785,0.9178171753883362,-0.3363516330718994,0.05238500237464905,0.6111264824867249,-0.3858756124973297,1.2256096601486206,0.48230016231536865,0.7981745004653931,1.1271780729293823,-1.0099810361862183,-1.1092548370361328,0.1317462921142578,0.020441079512238503,-0.5025265216827393,0.4589085876941681,0.24202418327331543,0.43639248609542847,-0.3925367295742035,-0.8910377621650696,-0.658795177936554,-1.0304498672485352,2.075087308883667,2.239588975906372,-2.2268905639648438,-2.2765274047851562,0.0006744028069078922,-0.0012505949707701802,2.2695536245009862e-05,-0.00010821619798662141,0.40947073698043823,0.40975669026374817,-0.7140507698059082,-0.7100107073783875,-1.2795964479446411,-1.2797220945358276,1.7276490926742554,1.726234793663025,-1.7832486629486084,-1.7901921272277832,-0.009379747323691845,-0.025446584448218346,-0.0048921965062618256,-0.011396577581763268,1.8407114744186401,1.8593194484710693,-0.6307051777839661,-0.5911295413970947,-3.8785266876220703,-3.8998918533325195,1.9676588773727417,1.972023844718933,-2.2166032791137695,-2.2989695072174072
0.1,-0.030071519315242767,-0.0017456633504480124,-0.19731676578521729,0.02574213407933712,0.025620756670832634,0.02027447521686554,0.008705984801054,-0.0007456782623194158,-0.9999618530273438,0.20000000298023224,0.0,0.0,0.0,0.0001897498150356114,-0.0017674381379038095,-0.00014684790221508592,-0.0002775839529931545,0.44945892691612244,0.4502842426300049,-0.7267972230911255,-0.7227606177330017,-1.3597925901412964,-1.3604544401168823,1.7682675123214722,1.767848253250122,-1.8242814540863037,-1.8319898843765259,-0.032976169139146805,-0.03510089963674545,-0.006892666220664978,-0.008390670642256737,1.7471474409103394,1.7814128398895264,-0.647203803062439,-0.6697207689285278,-3.4534759521484375,-3.48060941696167,2.012397289276123,2.0955991744995117,-1.8825640678405762,-1.9002141952514648,0.2634925842285156,0.040882159024477005,-1.0050530433654785,0.9178171753883362,-0.3363516330718994,0.05238500237464905,0.6111264824867249,-0.3858756124973297,1.2256096601486206,0.48230016231536865,0.7981745004653931,1.1271780729293823,-1.0099810361862183,-1.1092548370361328,5.921000003814697,0.27210262417793274,0.07034996151924133,-0.9991445541381836,0.916347324848175,-0.3014732003211975,0.0386071614921093,0.6386160254478455,-0.3991769254207611,1.1479430198669434,0.46443530917167664,0.8192927241325378,1.148827314376831,-1.029188871383667,-1.1296299695968628,0.13605131208896637,0.035174980759620667,-0.4995722770690918,0.4581736624240875,0.2594633996486664,0.42950358986854553,-0.3787919580936432,-0.8976884484291077,-0.6976284980773926,-1.0393823385238647,2.085646390914917,2.250413656234741,-2.236494541168213,-2.286715030670166,-0.00020062411203980446,-0.002161553828045726,-0.0001953696773853153,-0.00034013373078778386,0.46537983417510986,0.46658337116241455,-0.7331178188323975,-0.7293381690979004,-1.3910661935806274,-1.391972303390503,1.787826418876648,1.788364291191101,-1.8420710563659668,-1.8499338626861572,-0.0407818965613842,-0.042653415352106094,-0.002695057773962617,-0.004009262192994356,1.4685662984848022,1.5091068744659424,-0.6154615879058838,-0.6414358615875244,-2.8698246479034424,-2.8913700580596924,1.902215838432312,2.0069735050201416,-1.6966804265975952,-1.7134363651275635
0.12,-0.030071519315242767,-0.0017456633504480124,-0.19731676578521729,0.02678145468235016,-0.0802251324057579,0.0366816483438015,0.00801450852304697,-0.0012880607973784208,-0.9999670386314392,0.20000000298023224,0.0,0.0,0.0,-0.0006394130177795887,-0.0026225936599075794,-0.0001880091876955703,-0.0003443454043008387,0.4785630702972412,0.48020225763320923,-0.7389858365058899,-0.7354395389556885,-1.4167200326919556,-1.4177956581115723,1.8059499263763428,1.8076171875,-1.857972264289856,-1.8660354614257812,-0.047135286033153534,-0.04869382455945015,0.003936497028917074,0.0028679491952061653,1.1991513967514038,1.2450509071350098,-0.560893177986145,-0.5806030631065369,-2.3265299797058105,-2.33931303024292,1.7339366674423218,1.852942943572998,-1.505624771118164,-1.5305821895599365,0.27210262417793274,0.07034996151924133,-0.9991445541381836,0.916347324848175,-0.3014732003211975,0.0386071614921093,0.6386160254478455,-0.3991769254207611,1.1479430198669434,0.46443530917167664,0.8192927241325378,1.148827314376831,-1.029188871383667,-1.1296299695968628,5.901000022888184,0.25716179609298706,0.07589589059352875,-0.9817379713058472,0.9116929769515991,-0.27211466431617737,0.03651141747832298,0.6358118653297424,-0.4169754385948181,1.1024508476257324,0.4659116566181183,0.8331294655799866,1.1522579193115234,-1.0286204814910889,-1.1467785835266113,0.12858089804649353,0.037947945296764374,-0.4908689856529236,0.45584648847579956,0.27414268255233765,0.4284557104110718,-0.3801940381526947,-0.9065877199172974,-0.720374584197998,-1.0386441946029663,2.092564821243286,2.252129077911377,-2.236210346221924,-2.2952892780303955,-0.0006394130177795887,-0.0026225936599075794,-0.0001880091876955703,-0.0003443454043008387,0.4785630702972412,0.48020225763320923,-0.7389858365058899,-0.7354395389556885,-1.4167200326919556,-1.4177956581115723,1.8059499263763428,1.8076171875,-1.857972264289856,-1.8660354614257812,-0.047135286033153534,-0.04869382455945015,0.003936497028917074,0.0028679491952061653,1.1991513967514038,1.2450509071350098,-0.560893177986145,-0.5806030631065369,-2.3265299797058105,-2.33931303024292,1.7339366674423218,1.852942943572998,-1.505624771118164,-1.5305821895599365
0.14,-0.09020279347896576,-0.0029414892196655273,-0.003092622384428978,0.021790865808725357,-0.1309003084897995,0.05303501710295677,0.00579109787940979,-0.0017857324564829469,-0.9999816417694092,0.20000000298023224,0.0,0.0,0.0,-0.0016745022730901837,-0.0036831737961620092,7.646415178896859e-05,-9.861229773378e-05,0.4971621036529541,0.49980679154396057,-0.7487789988517761,-0.7453917860984802,-1.452930212020874,-1.4540244340896606,1.836077332496643,1.840313196182251,-1.8839396238327026,-1.8927305936813354,-0.05510363355278969,-0.056015919893980026,0.022120552137494087,0.02161329612135887,0.6973764896392822,0.7510034441947937,-0.4223948121070862,-0.4183436334133148,-1.3776788711547852,-1.367061734199524,1.2856464385986328,1.4212229251861572,-1.1132363080978394,-1.1613744497299194,0.25716179609298706,0.07589589059352875,-0.9817379713058472,0.9116929769515991,-0.27211466431617737,0.03651141747832298,0.6358118653297424,-0.4169754385948181,1.1024508476257324,0.4659116566181183,0.8331294655799866,1.1522579193115234,-1.0286204814910889,-1.1467785835266113,5.88100004196167,0.28732460737228394,0.06651525944471359,-0.9848343133926392,0.9270939230918884,-0.21848304569721222,0.06852602958679199,0.6806180477142334,-0.42416301369667053,1.0273500680923462,0.4328635632991791,0.8587343096733093,1.1834245920181274,-1.022987723350525,-1.1755023002624512,0.14366230368614197,0.033257629722356796,-0.4924171566963196,0.4635469615459442,0.3009584844112396,0.44446301460266113,-0.3577909469604492,-0.91018146276474,-0.7579249739646912,-1.0551682710647583,2.1053671836853027,2.267712354660034,-2.233393907546997,-2.3096511363983154,-0.0016745022730901837,-0.0036831737961620092,7.646415178896859e-05,-9.861229773378e-05,0.4971621036529541,0.49980679154396057,-0.7487789988517761,-0.7453917860984802,-1.452930212020874,-1.4540244340896606,1.836077332496643,1.840313196182251,-1.8839396238327026,-1.8927305936813354,-0.05510363355278969,-0.056015919893980026,0.022120552137494087,0.02161329612135887,0.6973764896392822,0.7510034441947937,-0.4223948121070862,-0.4183436334133148,-1.3776788711547852,-1.367061734199524,1.2856464385986328,1.4212229251861572,-1.1132363080978394,-1.1613744497299194
0.16,-0.09020279347896576,-0.0029414892196655273,-0.003092622384428978,0.5953766703605652,-1.102655291557312,-0.19815026223659515,-0.005217442288994789,-0.006099699530750513,-0.9999678134918213,0.20000000298023224,0.0,0.0,0.0,-0.0026281047612428665,-0.004689678084105253,-0.002943452214822173,0.022520262748003006,0.5018965005874634,0.507470428943634,-0.7389113306999207,-0.7706652879714966,-1.4553685188293457,-1.461807370185852,1.8586933612823486,1.9325207471847534,-1.9765269756317139,-2.0084869861602783,-0.1325620412826538,-0.12765620648860931,-0.815571665763855,3.0146334171295166,-0.19582119584083557,0.2031680792570114,2.949798822402954,-2.913095712661743,1.823546290397644,0.708672046661377,0.0632009208202362,9.644858360290527,-10.010574340820312,-10.435805320739746,0.28732460737228394,0.06651525944471359,-0.9848343133926392,0.9270939230918884,-0.21848304569721222,0.06852602958679199,0.6806180477142334,-0.42416301369667053,1.0273500680923462,0.4328635632991791,0.8587343096733093,1.1834245920181274,-1.022987723350525,-1.1755023002624512,5.861000061035156,0.1653064340353012,0.17202381789684296,-1.0901228189468384,0.9353344440460205,0.0005199462175369263,0.0865703672170639,0.418565958738327,-0.19192299246788025,0.9617225527763367,0.47963908314704895,0.8716976642608643,0.8245498538017273,-1.0739455223083496,-1.0426037311553955,0.0826532170176506,0.08601190894842148,-0.5450614094734192,0.46766722202301025,0.410459965467453,0.4534851908683777,-0.4888169765472412,-0.7940614819526672,-0.7907387018203735,-1.031780481338501,2.111848831176758,2.0882749557495117,-2.2588727474212646,-2.243201732635498,-0.0026281047612428665,-0.004689678084105253,-0.002943452214822173,0.022520262748003006,0.5018965005874634,0.507470428943634,-0.7389113306999207,-0.7706652879714966,-1.4553685188293457,-1.461807370185852,1.8586933612823486,1.9325207471847534,-1.9765269756317139,-2.0084869861602783,-0.1325620412826538,-0.12765620648860931,-0.815571665763855,3.0146334171295166,-0.19582119584083557,0.2031680792570114,2.949798822402954,-2.913095712661743,1.823546290397644,0.708672046661377,0.0632009208202362,9.644858360290527,-10.010574340820312,-10.435805320739746
0.181,-0.2833535075187683,-0.1611507087945938,0.3243582844734192,0.6062028408050537,-1.8581926822662354,-0.28322696685791016,-0.036524154245853424,-0.01807386800646782,-0.9991692900657654,0.20000000298023224,0.0,0.0,0.0,-0.007320271339267492,-0.008319571614265442,-0.01900065504014492,0.09056217223405838,0.4860366880893707,0.5041026473045349,-0.6496649980545044,-0.8127997517585754,-1.3762428760528564,-1.4189906120300293,1.8415008783340454,2.0730903148651123,-2.1142280101776123,-2.0961861610412598,-0.050758372992277145,-0.07536908239126205,-0.5160499811172485,3.581333875656128,-1.2923634052276611,-0.4967110753059387,4.841239929199219,-0.21238689124584198,5.397156715393066,3.3092920780181885,-0.9151496887207031,3.750835418701172,-6.2137932777404785,-2.640812873840332,0.1653064340353012,0.17202381789684296,-1.0901228189468384,0.9353344440460205,0.0005199462175369263,0.0865703672170639,0.418565958738327,-0.19192299246788025,0.9617225527763367,0.47963908314704895,0.8716976642608643,0.8245498538017273,-1.0739455223083496,-1.0426037311553955,5.840000152587891,0.1678268164396286,0.18886423110961914,-0.8336990475654602,1.0396672487258911,0.14851714670658112,0.08745113015174866,0.7324364185333252,-0.4352225065231323,0.8927803635597229,0.5957543849945068,0.8333129286766052,0.9086482524871826,-1.0148439407348633,-1.0442968606948853,0.0839134082198143,0.09443211555480957,-0.4168495237827301,0.5198336243629456,0.4844585657119751,0.45392554998397827,-0.3318817615509033,-0.9157112240791321,-0.8252098560333252,-0.9737228155136108,2.092656373977661,2.130324125289917,-2.2293219566345215,-2.2440483570098877,-0.009162831120193005,-0.010193922556936741,-0.025663482025265694,0.12794576585292816,0.4712539315223694,0.49830326437950134,-0.5999460816383362,-0.8112761974334717,-1.3162680864334106,-1.3822579383850098,1.8322168588638306,2.1063809394836426,-2.175740957260132,-2.126121997833252,-0.27793964743614197,-0.27207809686660767,-0.7791742086410522,3.840531349182129,-1.702656865119934,-0.6323012113571167,4.979569435119629,0.4112142026424408,6.574161529541016,3.9005768299102783,-0.8778830170631409,2.8596463203430176,-6.021605491638184,-2.840867280960083
0.2,-0.2833535075187683,-0.1611507087945938,0.3243582844734192,0.2257348597049713,-2.303999662399292,-0.37745872139930725,-0.07920427620410919,-0.029391072690486908,-0.9964250326156616,0.20000000298023224,0.0,0.0,0.0,-0.009550209157168865,-0.010950901545584202,-0.03202364221215248,0.13802942633628845,0.45816096663475037,0.49081626534461975,-0.5464894771575928,-0.7986271977424622,-1.251383662223816,-1.337896704673767,1.825276255607605,2.1441280841827393,-2.2409372329711914,-2.1677374839782715,0.3491614758968353,0.2887718677520752,-0.36137866973876953,1.0146923065185547,-1.3138548135757446,-0.8152289986610413,5.434886932373047,0.8748911023139954,6.943478584289551,4.659883499145508,-0.4630090892314911,4.222789764404297,-6.857457637786865,-3.6921043395996094,0.1678268164396286,0.18886423110961914,-0.8336990475654602,1.0396672487258911,0.14851714670658112,0.08745113015174866,0.7324364185333252,-0.4352225065231323,0.8927803635597229,0.5957543849945068,0.8333129286766052,0.9086482524871826,-1.0148439407348633,-1.0442968606948853,5.821000099182129,0.14214710891246796,0.06777375936508179,-0.7410988807678223,1.0175659656524658,0.20204927027225494,0.11021392047405243,0.8513086438179016,-0.47289711236953735,0.8691248297691345,0.667827844619751,0.8577845096588135,0.8063854575157166,-1.0902860164642334,-1.0548176765441895,0.07107355445623398,0.033886879682540894,-0.37054944038391113,0.5087829828262329,0.511224627494812,0.46530696749687195,-0.2724456489086151,-0.9345484972000122,-0.8370375633239746,-0.9376860857009888,2.1048922538757324,2.079192638397217,-2.267043113708496,-2.2493088245391846,-0.009550209157168865,-0.010950901545584202,-0.03202364221215248,0.13802942633628845,0.45816096663475037,0.49081626534461975,-0.5464894771575928,-0.7986271977424622,-1.251383662223816,-1.337896704673767,1.825276255607605,2.1441280841827393,-2.2409372329711914,-2.1677374839782715,0.3491614758968353,0.2887718677520752,-0.36137866973876953,1.0146923065185547,-1.3138548135757446,-0.8152289986610413,5.434886932373047,0.8748911023139954,6.943478584289551,4.659883499145508,-0.4630090892314911,4.222789764404297,-6.857457637786865,-3.6921043395996094
